aid,trattato,w,subclass,campo,g_adopt,non_cs
5100752679,0,1,12096,"Economics, Econometrics and Finance",NA,1
5100752685,1,1,14176,Computer Science,2021,0
5100752688,1,1,14177,Computer Science,2022,0
5100752720,1,1,14178,Computer Science,2019,0
5100752772,0,1,5351,Engineering,NA,1
5100752789,0,1,5881,Engineering,NA,1
5100752813,1,1,14179,Social Sciences,2022,1
5100752893,0,1,5613,Engineering,NA,1
5100752953,0,1,10053,Engineering,NA,1
5100752986,0,1,4918,Computer Science,NA,0
5100753053,1,1,14180,Computer Science,2022,0
5100753229,0,1,13066,Computer Science,NA,0
5100753233,1,1,14181,Engineering,2022,1
5100753255,0,1,14716,Computer Science,NA,0
5100753305,0,1,9769,Computer Science,NA,0
5100753367,1,1,14182,Materials Science,2021,1
5100753518,0,1,6750,Chemistry,NA,1
5100753558,0,1,2681,Engineering,NA,1
5100753755,0,1,603,Earth and Planetary Sciences,NA,1
5100753894,0,1,5819,Physics and Astronomy,NA,1
5100754304,1,1,14183,Computer Science,2022,0
5100754340,0,1,11871,"Biochemistry, Genetics and Molecular Biology",NA,1
5100754351,1,1,14184,Engineering,2022,1
5100754379,1,1,14185,"Biochemistry, Genetics and Molecular Biology",2022,1
5100754482,1,1,14186,Computer Science,2021,0
5100754485,1,1,14187,Computer Science,2019,0
5100754504,1,1,14188,Computer Science,2020,0
5100754506,0,1,3750,Agricultural and Biological Sciences,NA,1
5100754635,0,1,2521,Chemical Engineering,NA,1
5100754694,1,1,14189,Computer Science,2022,0
5100754706,0,1,123,Engineering,NA,1
5100754776,0,1,1964,Engineering,NA,1
5100754779,0,1,10596,Medicine,NA,1
5100754859,0,1,12730,Environmental Science,NA,1
5100754899,0,1,2239,Engineering,NA,1
5100754928,0,1,10180,Medicine,NA,1
5100755001,1,1,14190,Engineering,2022,1
5100755023,1,1,14191,Engineering,2022,1
5100755079,0,1,11938,Engineering,NA,1
5100755097,0,1,3681,Computer Science,NA,0
5100755138,0,1,359,Engineering,NA,1
5100755176,1,1,14192,Computer Science,2021,0
5100755234,1,1,14193,Engineering,2022,1
5100755298,1,1,14194,Medicine,2022,1
5100755351,1,1,14195,Computer Science,2022,0
5100755370,0,1,5600,Engineering,NA,1
5100755418,0,1,12740,Engineering,NA,1
5100755419,1,1,14196,Medicine,2022,1
5100755421,0,1,7104,Computer Science,NA,0
5100755438,0,1,11470,Engineering,NA,1
5100755599,0,1,10865,Computer Science,NA,0
5100755735,1,1,14197,Engineering,2022,1
5100755853,0,1,12058,Computer Science,NA,0
5100755904,0,1,14484,Computer Science,NA,0
5100755924,0,1,15046,Computer Science,NA,0
5100756024,1,1,14198,Engineering,2021,1
5100756202,0,1,10166,Computer Science,NA,0
5100756388,0,1,16038,Engineering,NA,1
5100756528,1,1,14199,Engineering,2022,1
5100756584,1,1,14200,Computer Science,2021,0
5100756634,0,1,613,Computer Science,NA,0
5100756638,0,1,15536,Computer Science,NA,0
5100756739,1,1,14201,Medicine,2021,1
5100756751,0,1,7936,Engineering,NA,1
5100756882,1,1,14202,Engineering,2021,1
5100756928,0,1,8665,Medicine,NA,1
5100757062,1,1,14203,Engineering,2022,1
5100757084,0,1,2281,"Biochemistry, Genetics and Molecular Biology",NA,1
5100757287,0,1,15265,Engineering,NA,1
5100757319,1,1,14204,Computer Science,2022,0
5100757326,1,1,14205,Computer Science,2021,0
5100757495,1,1,14206,"Biochemistry, Genetics and Molecular Biology",2021,1
5100757553,1,1,14207,Computer Science,2022,0
5100757577,1,1,14208,Computer Science,2022,0
5100757713,1,1,14209,"Biochemistry, Genetics and Molecular Biology",2022,1
5100757829,1,1,14210,Computer Science,2019,0
5100757898,1,1,14211,Computer Science,2022,0
5100757927,0,1,7394,Computer Science,NA,0
5100758070,1,1,14212,Engineering,2022,1
5100758097,0,1,15049,Engineering,NA,1
5100758099,1,1,14213,Computer Science,2020,0
5100758169,1,1,14214,Computer Science,2022,0
5100758186,0,1,6311,Computer Science,NA,0
5100758230,1,1,14215,"Biochemistry, Genetics and Molecular Biology",2020,1
5100758249,0,1,3170,Environmental Science,NA,1
5100758335,0,1,14797,Physics and Astronomy,NA,1
5100758445,0,1,15462,Computer Science,NA,0
5100758537,0,1,326,Medicine,NA,1
5100758655,0,1,13978,Agricultural and Biological Sciences,NA,1
5100758675,1,1,14216,Computer Science,2022,0
5100758690,1,1,14217,Medicine,2022,1
5100758732,1,1,14218,Computer Science,2021,0
5100759077,0,1,14819,Engineering,NA,1
5100759111,1,1,14219,Medicine,2022,1
5100759456,1,1,14220,Psychology,2021,1
5100759459,0,1,9199,Computer Science,NA,0
5100759521,1,1,14221,Computer Science,2021,0
5100759591,0,1,8993,Engineering,NA,1
5100759758,0,1,6661,Engineering,NA,1
5100759921,0,1,2523,Medicine,NA,1
5100760021,0,1,6879,Earth and Planetary Sciences,NA,1
5100760049,1,1,14222,Computer Science,2021,0
5100760119,1,1,14223,Computer Science,2019,0
5100760286,0,1,13789,Medicine,NA,1
5100760481,1,1,14224,Computer Science,2022,0
5100760521,1,1,14225,Computer Science,2022,0
5100760570,1,1,14226,Computer Science,2021,0
5100760663,0,1,14977,"Biochemistry, Genetics and Molecular Biology",NA,1
5100760674,0,1,4824,Engineering,NA,1
5100760812,1,1,14227,Computer Science,2020,0
5100760813,1,1,14228,Computer Science,2021,0
5100760898,1,1,14229,Computer Science,2019,0
5100760908,1,1,14230,Computer Science,2020,0
5100761049,1,1,14231,Computer Science,2020,0
5100761068,0,1,10717,Computer Science,NA,0
5100761149,1,1,14232,Computer Science,2022,0
5100761159,0,1,10760,Engineering,NA,1
5100761291,1,1,14233,Computer Science,2021,0
5100761458,0,1,7632,Engineering,NA,1
5100761511,1,1,14234,Computer Science,2021,0
5100761525,1,1,14235,Computer Science,2022,0
5100761768,0,1,16072,Engineering,NA,1
5100761956,1,1,14236,Computer Science,2022,0
5100762010,0,1,9303,Engineering,NA,1
5100762316,1,1,14237,Computer Science,2020,0
5100762331,0,1,1800,Engineering,NA,1
5100762412,1,1,14238,Engineering,2022,1
5100762682,1,1,14239,Computer Science,2021,0
5100762798,1,1,14240,Computer Science,2021,0
5100762821,0,1,3150,Engineering,NA,1
5100763095,1,1,14241,Computer Science,2021,0
5100763132,0,1,10350,Computer Science,NA,0
5100763142,0,1,9231,Environmental Science,NA,1
5100763147,0,1,10607,Computer Science,NA,0
5100763239,0,1,15053,Engineering,NA,1
5100763282,1,1,14242,"Biochemistry, Genetics and Molecular Biology",2022,1
5100763370,0,1,243,Engineering,NA,1
5100763402,0,1,16174,Computer Science,NA,0
5100763409,1,1,14243,Computer Science,2021,0
5100763454,1,1,14244,Computer Science,2019,0
5100763523,1,1,14245,Medicine,2022,1
5100763568,0,1,5688,Computer Science,NA,0
5100763688,0,1,1634,Engineering,NA,1
5100764060,0,1,3941,Computer Science,NA,0
5100764111,1,1,14246,Computer Science,2021,0
5100764123,0,1,12177,Computer Science,NA,0
5100764158,0,1,1541,Engineering,NA,1
5100764178,1,1,14247,Computer Science,2021,0
5100764224,0,1,676,Computer Science,NA,0
5100764456,1,1,14248,Computer Science,2021,0
5100764495,0,1,13191,Engineering,NA,1
5100764713,0,1,4874,Engineering,NA,1
5100764726,1,1,14249,Computer Science,2022,0
5100764769,0,1,8506,Computer Science,NA,0
5100765274,0,1,10807,Engineering,NA,1
5100765286,1,1,14250,Environmental Science,2022,1
5100765440,0,1,14699,Computer Science,NA,0
5100765767,0,1,14127,Engineering,NA,1
5100765837,1,1,14251,Engineering,2021,1
5100765886,0,1,12076,Environmental Science,NA,1
5100766011,0,1,1458,Computer Science,NA,0
5100766046,0,1,3640,Engineering,NA,1
5100766180,0,1,11431,Engineering,NA,1
5100766456,1,1,14252,Computer Science,2020,0
5100766524,1,1,14253,Computer Science,2022,0
5100766549,1,1,14254,"Biochemistry, Genetics and Molecular Biology",2022,1
5100766736,1,1,14255,Computer Science,2021,0
5100766966,0,1,9283,Medicine,NA,1
5100767050,1,1,14256,Computer Science,2019,0
5100767100,0,1,6058,Earth and Planetary Sciences,NA,1
5100767107,1,1,14257,Engineering,2022,1
5100767220,1,1,14258,Computer Science,2020,0
5100767225,1,1,14259,Engineering,2021,1
5100767232,1,1,14260,Engineering,2020,1
5100767289,0,1,10470,Engineering,NA,1
5100767423,0,1,227,Engineering,NA,1
5100767506,0,1,3646,Engineering,NA,1
5100767704,0,1,6317,Computer Science,NA,0
5100767708,0,1,8762,Engineering,NA,1
5100767774,0,1,12508,Earth and Planetary Sciences,NA,1
5100767815,0,1,15503,Computer Science,NA,0
5100767866,0,1,15379,Engineering,NA,1
5100767946,1,1,14261,Engineering,2021,1
5100768009,0,1,2560,Engineering,NA,1
5100768220,0,1,13839,Computer Science,NA,0
5100768293,1,1,14262,Medicine,2021,1
5100768322,1,1,14263,Computer Science,2020,0
5100768427,1,1,14264,Computer Science,2021,0
5100768490,0,1,12117,Engineering,NA,1
5100768896,1,1,14265,Computer Science,2019,0
5100768983,1,1,14266,Computer Science,2022,0
5100769134,1,1,14267,Computer Science,2022,0
5100769171,1,1,14268,Computer Science,2020,0
5100769195,0,1,1649,Computer Science,NA,0
5100769291,1,1,14269,Computer Science,2022,0
5100769300,0,1,14685,Engineering,NA,1
5100769467,0,1,14004,Medicine,NA,1
5100769509,0,1,14945,Engineering,NA,1
5100769563,0,1,5096,Computer Science,NA,0
5100769643,1,1,14270,Computer Science,2022,0
5100769649,1,1,14271,Computer Science,2021,0
5100770031,0,1,11155,Computer Science,NA,0
5100770129,1,1,14272,Engineering,2022,1
5100770462,1,1,14273,Computer Science,2019,0
5100770539,1,1,14274,Earth and Planetary Sciences,2021,1
5100770607,1,1,14275,Computer Science,2022,0
5100770626,0,1,6755,Engineering,NA,1
5100770630,1,1,14276,Engineering,2022,1
5100770786,1,1,14277,Engineering,2019,1
5100770931,1,1,14278,Computer Science,2021,0
5100770932,1,1,14279,Environmental Science,2021,1
5100771079,0,1,15650,Computer Science,NA,0
5100771111,1,1,14280,Computer Science,2019,0
5100771112,0,1,12621,Engineering,NA,1
5100771200,0,1,11068,Computer Science,NA,0
5100771242,0,1,7714,Engineering,NA,1
5100771244,1,1,14281,"Economics, Econometrics and Finance",2020,1
5100771361,0,1,16578,Computer Science,NA,0
5100771481,1,1,14282,Computer Science,2022,0
5100771494,0,1,1487,Engineering,NA,1
5100771558,0,1,8511,Earth and Planetary Sciences,NA,1
5100771563,1,1,14283,Computer Science,2021,0
5100771651,1,1,14284,Medicine,2022,1
5100771674,1,1,14285,Computer Science,2019,0
5100771854,1,1,14286,Engineering,2022,1
5100772117,1,1,14287,Engineering,2022,1
5100772262,1,1,14288,Computer Science,2021,0
5100772366,0,1,7214,Materials Science,NA,1
5100772431,1,1,14289,"Business, Management and Accounting",2021,1
5100772583,1,1,14290,Computer Science,2021,0
5100772594,1,1,14291,Computer Science,2021,0
5100772693,0,1,13717,Engineering,NA,1
5100772804,1,1,14292,Computer Science,2020,0
5100772939,0,1,1594,Computer Science,NA,0
5100773044,1,1,14293,Computer Science,2019,0
5100773085,1,1,14294,Computer Science,2022,0
5100773180,0,1,5415,Computer Science,NA,0
5100773268,1,1,14295,"Biochemistry, Genetics and Molecular Biology",2022,1
5100773308,1,1,14296,Computer Science,2021,0
5100773559,1,1,14297,Computer Science,2022,0
5100773638,0,1,2456,Materials Science,NA,1
5100773704,0,1,15453,Computer Science,NA,0
5100773869,0,1,1493,Computer Science,NA,0
5100774098,1,1,14298,Medicine,2022,1
5100774271,0,1,1165,Earth and Planetary Sciences,NA,1
5100774425,1,1,14299,Computer Science,2020,0
5100774500,1,1,14300,Engineering,2021,1
5100774546,0,1,14502,Engineering,NA,1
5100774652,0,1,13736,Environmental Science,NA,1
5100774692,1,1,14301,Medicine,2020,1
5100774710,0,1,11008,Computer Science,NA,0
5100774721,0,1,9914,Physics and Astronomy,NA,1
5100774764,1,1,14302,Computer Science,2020,0
5100774938,0,1,14083,Medicine,NA,1
5100775015,1,1,14303,Engineering,2022,1
5100775017,1,1,14304,Computer Science,2022,0
5100775077,1,1,14305,Engineering,2022,1
5100775132,0,1,955,Medicine,NA,1
5100775216,1,1,14306,Computer Science,2022,0
5100775244,0,1,8865,"Biochemistry, Genetics and Molecular Biology",NA,1
5100775266,1,1,14307,Computer Science,2022,0
5100775322,0,1,7869,Environmental Science,NA,1
5100775424,1,1,14308,Medicine,2021,1
5100775481,0,1,2343,Engineering,NA,1
5100775513,1,1,14309,Engineering,2021,1
5100775678,1,1,14310,Computer Science,2022,0
5100775727,1,1,14311,Computer Science,2021,0
5100775831,0,1,13684,Computer Science,NA,0
5100775924,0,1,1627,Computer Science,NA,0
5100775952,1,1,14312,Computer Science,2019,0
5100775956,1,1,14313,Engineering,2022,1
5100776002,1,1,14314,Medicine,2021,1
5100776068,1,1,14315,Engineering,2022,1
5100776069,0,1,5318,Engineering,NA,1
5100776121,0,1,4465,Computer Science,NA,0
5100776160,1,1,14316,Computer Science,2022,0
5100776513,1,1,14317,Computer Science,2021,0
5100776545,1,1,14318,Computer Science,2020,0
5100776555,1,1,14319,Computer Science,2022,0
5100776575,1,1,14320,Computer Science,2022,0
5100776576,1,1,14321,Computer Science,2020,0
5100776714,1,1,14322,Computer Science,2020,0
5100776921,0,1,4272,Engineering,NA,1
5100777027,1,1,14323,Computer Science,2022,0
5100777102,1,1,14324,Computer Science,2020,0
5100777115,0,1,9847,Engineering,NA,1
5100777293,0,1,9877,Materials Science,NA,1
5100777340,1,1,14325,Computer Science,2021,0
5100777469,1,1,14326,Computer Science,2020,0
5100777480,0,1,4267,Physics and Astronomy,NA,1
5100777491,1,1,14327,Social Sciences,2022,1
5100777576,1,1,14328,Computer Science,2021,0
5100777625,1,1,14329,Engineering,2022,1
5100777701,1,1,14330,Computer Science,2020,0
5100777718,1,1,14331,Engineering,2022,1
5100778067,0,1,7795,Computer Science,NA,0
5100778202,1,1,14332,Engineering,2022,1
5100778345,0,1,11588,Engineering,NA,1
5100778354,1,1,14333,Computer Science,2021,0
5100778373,1,1,14334,Computer Science,2021,0
5100778439,0,1,2017,Computer Science,NA,0
5100778479,1,1,14335,Computer Science,2022,0
5100778505,1,1,14336,Computer Science,2022,0
5100778533,1,1,14337,Engineering,2022,1
5100778556,1,1,14338,Engineering,2021,1
5100778595,1,1,14339,Computer Science,2019,0
5100778768,1,1,14340,Engineering,2022,1
5100778784,1,1,14341,Engineering,2022,1
5100778791,1,1,14342,Computer Science,2022,0
5100779003,1,1,14343,Computer Science,2021,0
5100779193,0,1,5585,Computer Science,NA,0
5100779262,1,1,14344,Computer Science,2019,0
5100779297,0,1,14787,Engineering,NA,1
5100779305,1,1,14345,"Biochemistry, Genetics and Molecular Biology",2022,1
5100779361,0,1,9436,Computer Science,NA,0
5100779380,0,1,2877,Engineering,NA,1
5100779382,0,1,13250,Computer Science,NA,0
5100779490,0,1,15556,Engineering,NA,1
5100779699,1,1,14346,Medicine,2022,1
5100779888,1,1,14347,Computer Science,2022,0
5100780032,1,1,14348,Medicine,2020,1
5100780040,1,1,14349,Computer Science,2022,0
5100780133,1,1,14350,Engineering,2020,1
5100780134,1,1,14351,Medicine,2022,1
5100780135,1,1,14352,Computer Science,2021,0
5100780216,0,1,5662,"Biochemistry, Genetics and Molecular Biology",NA,1
5100780219,1,1,14353,Computer Science,2022,0
5100780266,1,1,14354,Computer Science,2021,0
5100780268,1,1,14355,Computer Science,2021,0
5100780598,1,1,14356,"Biochemistry, Genetics and Molecular Biology",2021,1
5100780601,1,1,14357,Computer Science,2020,0
5100780817,1,1,14358,Computer Science,2021,0
5100780980,0,1,4420,Engineering,NA,1
5100781021,1,1,14359,Computer Science,2021,0
5100781384,1,1,14360,Computer Science,2021,0
5100781385,1,1,14361,Computer Science,2020,0
5100781552,0,1,2650,Computer Science,NA,0
5100781579,0,1,9917,Engineering,NA,1
5100781631,1,1,14362,Computer Science,2022,0
5100781881,0,1,4851,Engineering,NA,1
5100781893,1,1,14363,Engineering,2022,1
5100781895,1,1,14364,Computer Science,2020,0
5100781916,0,1,9571,Computer Science,NA,0
5100781919,0,1,5614,Medicine,NA,1
5100782016,0,1,3467,Engineering,NA,1
5100782565,1,1,14365,Computer Science,2022,0
5100782837,0,1,9113,Engineering,NA,1
5100782869,1,1,14366,Computer Science,2020,0
5100782873,0,1,7809,Engineering,NA,1
5100783004,0,1,12615,Earth and Planetary Sciences,NA,1
5100783073,1,1,14367,Engineering,2021,1
5100783114,0,1,2352,Computer Science,NA,0
5100783142,1,1,14368,Computer Science,2020,0
5100783159,1,1,14369,Computer Science,2021,0
5100783193,0,1,6204,Engineering,NA,1
5100783255,0,1,9093,Engineering,NA,1
5100783301,0,1,952,Environmental Science,NA,1
5100783478,1,1,14370,Medicine,2022,1
5100783556,1,1,14371,Engineering,2022,1
5100783852,1,1,14372,Engineering,2022,1
5100784062,0,1,3984,Engineering,NA,1
5100784078,0,1,5623,Physics and Astronomy,NA,1
5100784131,1,1,14373,Environmental Science,2022,1
5100784138,0,1,625,Computer Science,NA,0
5100784279,0,1,8174,Materials Science,NA,1
5100784336,1,1,14374,"Biochemistry, Genetics and Molecular Biology",2022,1
5100784734,1,1,14375,Computer Science,2021,0
5100784898,0,1,7842,Chemistry,NA,1
5100785007,1,1,14376,Computer Science,2021,0
5100785015,0,1,12617,Computer Science,NA,0
5100785098,1,1,14377,Computer Science,2022,0
5100785153,1,1,14378,Computer Science,2021,0
5100785221,0,1,659,Engineering,NA,1
5100785329,0,1,1733,Computer Science,NA,0
5100785335,0,1,16102,Computer Science,NA,0
5100785539,0,1,8602,Agricultural and Biological Sciences,NA,1
5100785562,0,1,10142,Earth and Planetary Sciences,NA,1
5100785617,1,1,14379,Computer Science,2020,0
5100785621,1,1,14380,Computer Science,2020,0
5100785999,0,1,2996,Computer Science,NA,0
5100786227,0,1,4466,Computer Science,NA,0
5100786255,1,1,14381,Neuroscience,2021,1
5100786256,0,1,1069,Engineering,NA,1
5100786285,1,1,14382,Engineering,2022,1
5100786357,1,1,14383,Engineering,2022,1
5100786430,0,1,12709,Engineering,NA,1
5100786441,0,1,3977,Engineering,NA,1
5100786453,0,1,16314,Agricultural and Biological Sciences,NA,1
5100786565,0,1,14259,"Business, Management and Accounting",NA,1
5100801641,0,1,13563,Computer Science,NA,0
5100826542,0,1,14258,Engineering,NA,1
5100826716,1,1,14384,Engineering,2022,1
5100829247,1,1,14385,Computer Science,2021,0
5100838958,0,1,883,"Pharmacology, Toxicology and Pharmaceutics",NA,1
5100845513,0,1,3965,Engineering,NA,1
5100845769,1,1,14386,Computer Science,2020,0
5100846765,0,1,7581,"Biochemistry, Genetics and Molecular Biology",NA,1
5100849475,1,1,14387,Computer Science,2019,0
5100853128,0,1,7361,Computer Science,NA,0
5100855221,1,1,14388,Computer Science,2021,0
5100855950,1,1,14389,Engineering,2022,1
5100856844,1,1,14390,Computer Science,2019,0
5100858517,0,1,1365,Engineering,NA,1
5100859064,1,1,14391,"Biochemistry, Genetics and Molecular Biology",2022,1
5100862639,0,1,853,Engineering,NA,1
5100865417,1,1,14392,Computer Science,2022,0
5100874586,0,1,9797,Computer Science,NA,0
5100881531,0,1,3992,Computer Science,NA,0
5100884245,1,1,14393,Computer Science,2021,0
5100885402,1,1,14394,Computer Science,2021,0
5100885674,1,1,14395,Computer Science,2020,0
5100885945,1,1,14396,Computer Science,2020,0
5100886379,0,1,15555,Computer Science,NA,0
5100886514,1,1,14397,Computer Science,2020,0
5100888103,0,1,2670,Computer Science,NA,0
5100889605,1,1,14398,Medicine,2022,1
5100893634,0,1,14596,Engineering,NA,1
5100894535,0,1,13383,Computer Science,NA,0
5100898555,0,1,9245,Engineering,NA,1
5100921692,0,1,15791,Computer Science,NA,0
5100930897,1,1,14399,"Biochemistry, Genetics and Molecular Biology",2022,1
5100932403,1,1,14400,Computer Science,2022,0
5100933119,0,1,15534,"Biochemistry, Genetics and Molecular Biology",NA,1
5100934338,1,1,14401,Computer Science,2022,0
5100939156,0,1,14412,Earth and Planetary Sciences,NA,1
5100940468,0,1,3474,Engineering,NA,1
5100940805,0,1,9418,"Business, Management and Accounting",NA,1
5100941028,0,1,15395,Materials Science,NA,1
5100944412,0,1,6885,Engineering,NA,1
5100944466,0,1,5142,Computer Science,NA,0
5100946414,1,1,14402,Computer Science,2022,0
5100946505,0,1,6085,Earth and Planetary Sciences,NA,1
5100947205,0,1,12696,Engineering,NA,1
5100951060,0,1,16107,Computer Science,NA,0
5100951661,0,1,2289,Computer Science,NA,0
5100952126,0,1,9269,Computer Science,NA,0
5100959340,1,1,14403,Medicine,2022,1
5100959959,0,1,7036,Engineering,NA,1
5100960331,1,1,14404,Decision Sciences,2019,1
5100972895,1,1,14405,Arts and Humanities,2022,1
5100979349,1,1,14406,"Biochemistry, Genetics and Molecular Biology",2021,1
5100981674,0,1,12642,Medicine,NA,1
5100982674,1,1,14407,Computer Science,2022,0
5100993877,1,1,14408,"Biochemistry, Genetics and Molecular Biology",2022,1
5100995441,0,1,4840,Earth and Planetary Sciences,NA,1
5101001090,0,1,14983,Environmental Science,NA,1
5101002363,1,1,14409,Engineering,2022,1
5101006637,1,1,14410,Computer Science,2020,0
5101008166,0,1,3573,Computer Science,NA,0
5101009352,1,1,14411,Computer Science,2022,0
5101010043,0,1,4371,Computer Science,NA,0
5101010301,0,1,7958,Engineering,NA,1
5101013268,1,1,14412,Earth and Planetary Sciences,2022,1
5101013512,1,1,14413,Medicine,2022,1
5101015946,1,1,14414,Computer Science,2022,0
5101030293,0,1,3730,Computer Science,NA,0
5101034200,0,1,8953,Mathematics,NA,1
5101037209,1,1,14415,Computer Science,2019,0
5101040191,0,1,300,Computer Science,NA,0
5101043844,1,1,14416,Engineering,2022,1
5101044975,0,1,8393,Computer Science,NA,0
5101048889,1,1,14417,Computer Science,2019,0
5101051347,1,1,14418,Computer Science,2020,0
5101053561,0,1,3130,Engineering,NA,1
5101055428,0,1,7592,Engineering,NA,1
5101055969,1,1,14419,Engineering,2020,1
5101057614,1,1,14420,Computer Science,2021,0
5101058494,0,1,670,Computer Science,NA,0
5101059479,0,1,14409,Computer Science,NA,0
5101059803,0,1,8662,Computer Science,NA,0
5101060608,0,1,4706,Computer Science,NA,0
5101061014,0,1,13452,Computer Science,NA,0
5101061618,0,1,1705,Engineering,NA,1
5101062282,1,1,14421,Computer Science,2020,0
5101063340,0,1,1342,Computer Science,NA,0
5101064949,1,1,14422,"Biochemistry, Genetics and Molecular Biology",2022,1
5101067919,1,1,14423,Computer Science,2019,0
5101068507,1,1,14424,Computer Science,2021,0
5101073322,0,1,9477,Environmental Science,NA,1
5101076405,1,1,14425,Computer Science,2019,0
5101078640,0,1,15187,Medicine,NA,1
5101079761,0,1,15869,Earth and Planetary Sciences,NA,1
5101080051,0,1,6404,Materials Science,NA,1
5101081263,0,1,8325,"Business, Management and Accounting",NA,1
5101086228,1,1,14426,Computer Science,2022,0
5101088001,1,1,14427,Engineering,2022,1
5101089602,1,1,14428,Physics and Astronomy,2022,1
5101091652,0,1,3360,Computer Science,NA,0
5101096148,0,1,7042,Engineering,NA,1
5101102036,0,1,8143,Computer Science,NA,0
5101103417,1,1,14429,Agricultural and Biological Sciences,2020,1
5101106285,0,1,7062,Engineering,NA,1
5101106751,1,1,14430,Engineering,2021,1
5101108160,1,1,14431,Medicine,2022,1
5101112092,1,1,14432,Computer Science,2021,0
5101120022,0,1,14892,Psychology,NA,1
5101122545,1,1,14433,Computer Science,2021,0
5101124097,1,1,14434,Medicine,2022,1
5101125301,0,1,6825,Engineering,NA,1
5101131416,1,1,14435,Computer Science,2022,0
5101136026,0,1,9026,Engineering,NA,1
5101142834,1,1,14436,Computer Science,2021,0
5101143318,1,1,14437,Energy,2022,1
5101143661,1,1,14438,Medicine,2022,1
5101147200,0,1,7213,Computer Science,NA,0
5101154079,0,1,7344,Computer Science,NA,0
5101159421,0,1,11885,Computer Science,NA,0
5101173099,1,1,14439,Computer Science,2020,0
5101173545,1,1,14440,Engineering,2021,1
5101180037,1,1,14441,Computer Science,2021,0
5101181734,0,1,3171,Earth and Planetary Sciences,NA,1
5101182037,1,1,14442,Engineering,2020,1
5101182523,1,1,14443,Computer Science,2022,0
5101182723,0,1,3145,Engineering,NA,1
5101185261,1,1,14444,Computer Science,2021,0
5101188503,1,1,14445,Medicine,2021,1
5101188700,1,1,14446,Computer Science,2020,0
5101190243,1,1,14447,Agricultural and Biological Sciences,2022,1
5101190405,0,1,13296,Environmental Science,NA,1
5101193260,1,1,14448,Computer Science,2021,0
5101196687,0,1,131,Computer Science,NA,0
5101198327,1,1,14449,Computer Science,2021,0
5101199919,1,1,14450,"Biochemistry, Genetics and Molecular Biology",2022,1
5101200008,1,1,14451,Engineering,2022,1
5101200297,1,1,14452,Environmental Science,2022,1
5101200335,0,1,10633,Engineering,NA,1
5101205115,0,1,7676,Engineering,NA,1
5101207450,0,1,15197,Medicine,NA,1
5101219843,0,1,8833,Engineering,NA,1
5101230845,1,1,14453,Computer Science,2020,0
5101230849,1,1,14454,Materials Science,2022,1
5101230943,1,1,14455,Computer Science,2022,0
5101254356,0,1,5482,Environmental Science,NA,1
5101260311,0,1,2516,Environmental Science,NA,1
5101263469,0,1,1229,"Biochemistry, Genetics and Molecular Biology",NA,1
5101263790,1,1,14456,Medicine,2021,1
5101272808,1,1,14457,Computer Science,2019,0
5101294370,0,1,8696,"Biochemistry, Genetics and Molecular Biology",NA,1
5101309013,1,1,14458,Engineering,2021,1
5101309601,0,1,6538,Computer Science,NA,0
5101319167,1,1,14459,Computer Science,2021,0
5101350170,0,1,511,Engineering,NA,1
5101360020,0,1,11317,"Biochemistry, Genetics and Molecular Biology",NA,1
5101369331,0,1,7014,Medicine,NA,1
5101386964,0,1,11084,Computer Science,NA,0
5101394367,0,1,6503,Computer Science,NA,0
5101396650,1,1,14460,Computer Science,2020,0
5101396835,0,1,9810,Earth and Planetary Sciences,NA,1
5101396860,0,1,11519,Engineering,NA,1
5101397048,1,1,14461,Computer Science,2021,0
5101397279,1,1,14462,Engineering,2022,1
5101397370,1,1,14463,Computer Science,2021,0
5101397729,0,1,8885,Engineering,NA,1
5101398861,0,1,9449,Computer Science,NA,0
5101398880,0,1,5497,Computer Science,NA,0
5101398904,0,1,5170,Computer Science,NA,0
5101399361,1,1,14464,Computer Science,2021,0
5101399701,0,1,9216,Computer Science,NA,0
5101399790,1,1,14465,Physics and Astronomy,2020,1
5101399889,1,1,14466,Engineering,2022,1
5101401062,1,1,14467,Engineering,2021,1
5101401576,1,1,14468,Computer Science,2022,0
5101401721,1,1,14469,Engineering,2022,1
5101402002,1,1,14470,Computer Science,2020,0
5101402186,1,1,14471,Computer Science,2021,0
5101402440,1,1,14472,Computer Science,2020,0
5101402963,0,1,2348,Computer Science,NA,0
5101403354,0,1,11628,Environmental Science,NA,1
5101403681,0,1,11466,Computer Science,NA,0
5101403728,0,1,3390,Engineering,NA,1
5101403844,1,1,14473,Computer Science,2020,0
5101404076,0,1,6982,Computer Science,NA,0
5101404098,1,1,14474,Computer Science,2020,0
5101404293,1,1,14475,Computer Science,2020,0
5101404315,0,1,12431,Engineering,NA,1
5101404441,0,1,1833,Engineering,NA,1
5101404590,1,1,14476,Computer Science,2019,0
5101404695,1,1,14477,Computer Science,2019,0
5101405285,1,1,14478,Computer Science,2019,0
5101405789,1,1,14479,Computer Science,2020,0
5101405953,1,1,14480,Medicine,2022,1
5101406351,1,1,14481,Computer Science,2021,0
5101406396,1,1,14482,Medicine,2022,1
5101406580,0,1,6215,Engineering,NA,1
5101406829,1,1,14483,Computer Science,2019,0
5101406866,0,1,9623,Engineering,NA,1
5101407801,1,1,14484,Computer Science,2022,0
5101407943,1,1,14485,Environmental Science,2022,1
