aid,trattato,w,subclass,campo,g_adopt,non_cs
5000000572,0,1,10729,"Economics, Econometrics and Finance",NA,1
5000004709,0,1,3735,Computer Science,NA,0
5000005424,1,1,1,Computer Science,2021,0
5000009381,1,1,2,Computer Science,2022,0
5000010870,0,1,4119,Earth and Planetary Sciences,NA,1
5000010949,1,1,3,Engineering,2020,1
5000019721,0,1,13508,"Biochemistry, Genetics and Molecular Biology",NA,1
5000020874,0,1,5247,Computer Science,NA,0
5000026575,1,1,4,Computer Science,2021,0
5000034551,1,1,5,Computer Science,2021,0
5000037110,1,1,6,Computer Science,2021,0
5000042874,1,1,7,Engineering,2021,1
5000048328,1,1,8,Psychology,2022,1
5000053244,0,1,11420,Computer Science,NA,0
5000056455,0,1,5839,Computer Science,NA,0
5000059818,0,1,8917,Computer Science,NA,0
5000063159,0,1,13219,Engineering,NA,1
5000067038,0,1,4751,Engineering,NA,1
5000068274,0,1,1376,Engineering,NA,1
5000068719,1,1,9,Computer Science,2021,0
5000070907,0,1,6208,Earth and Planetary Sciences,NA,1
5000074647,0,1,991,Earth and Planetary Sciences,NA,1
5000075012,1,1,10,Agricultural and Biological Sciences,2021,1
5000078266,0,1,6481,Physics and Astronomy,NA,1
5000078382,1,1,11,Computer Science,2021,0
5000079751,1,1,12,Computer Science,2021,0
5000080119,1,1,13,Computer Science,2021,0
5000080545,1,1,14,"Biochemistry, Genetics and Molecular Biology",2020,1
5000082032,1,1,15,Engineering,2022,1
5000083284,1,1,16,Computer Science,2020,0
5000085993,0,1,11920,Engineering,NA,1
5000087838,1,1,17,Engineering,2022,1
5000093992,1,1,18,Computer Science,2021,0
5000095574,1,1,19,Engineering,2020,1
5000097176,0,1,8838,Computer Science,NA,0
5000098516,0,1,3981,Computer Science,NA,0
5000100573,0,1,14825,Computer Science,NA,0
5000102767,1,1,20,Computer Science,2021,0
5000106586,1,1,21,Computer Science,2021,0
5000107965,0,1,5099,Physics and Astronomy,NA,1
5000110706,0,1,15772,Computer Science,NA,0
5000111344,1,1,22,Computer Science,2022,0
5000115067,1,1,23,Computer Science,2021,0
5000117252,0,1,8184,Computer Science,NA,0
5000121185,0,1,4955,Environmental Science,NA,1
5000121999,1,1,24,Computer Science,2021,0
5000122982,1,1,25,Medicine,2022,1
5000123568,1,1,26,Computer Science,2021,0
5000123743,0,1,12255,Computer Science,NA,0
5000126238,1,1,27,Computer Science,2020,0
5000127249,0,1,10483,Engineering,NA,1
5000128790,0,1,6003,"Business, Management and Accounting",NA,1
5000130543,0,1,3230,Earth and Planetary Sciences,NA,1
5000136854,1,1,28,Computer Science,2020,0
5000136889,0,1,10951,"Biochemistry, Genetics and Molecular Biology",NA,1
5000140462,0,1,4375,Materials Science,NA,1
5000141065,1,1,29,Computer Science,2020,0
5000141628,1,1,30,Computer Science,2020,0
5000141831,1,1,31,Engineering,2022,1
5000151104,0,1,5372,Engineering,NA,1
5000153296,0,1,15308,Engineering,NA,1
5000158009,0,1,161,Agricultural and Biological Sciences,NA,1
5000159619,0,1,12305,Earth and Planetary Sciences,NA,1
5000166436,0,1,14383,Medicine,NA,1
5000166596,1,1,32,Engineering,2022,1
5000171141,0,1,4503,Engineering,NA,1
5000171798,1,1,33,Computer Science,2020,0
5000172750,1,1,34,Medicine,2020,1
5000173125,0,1,10970,Computer Science,NA,0
5000174840,0,1,1325,Medicine,NA,1
5000176044,0,1,11416,Computer Science,NA,0
5000178744,1,1,35,Agricultural and Biological Sciences,2021,1
5000179526,0,1,14613,Computer Science,NA,0
5000185866,0,1,4170,Computer Science,NA,0
5000188805,1,1,36,Computer Science,2021,0
5000200647,0,1,3479,Agricultural and Biological Sciences,NA,1
5000200794,0,1,5816,Environmental Science,NA,1
5000202376,0,1,16200,Engineering,NA,1
5000212361,0,1,9717,Engineering,NA,1
5000213321,1,1,37,"Biochemistry, Genetics and Molecular Biology",2021,1
5000214180,1,1,38,Medicine,2022,1
5000215116,0,1,7291,Medicine,NA,1
5000215170,1,1,39,Computer Science,2021,0
5000215807,1,1,40,Computer Science,2022,0
5000217379,0,1,15285,Computer Science,NA,0
5000218612,0,1,15098,Computer Science,NA,0
5000223629,1,1,41,Medicine,2022,1
5000229374,1,1,42,Computer Science,2021,0
5000231774,0,1,1146,Computer Science,NA,0
5000232528,1,1,43,Computer Science,2021,0
5000235008,1,1,44,"Biochemistry, Genetics and Molecular Biology",2022,1
5000240220,0,1,2966,Computer Science,NA,0
5000241520,0,1,15991,Computer Science,NA,0
5000245557,0,1,921,"Business, Management and Accounting",NA,1
5000263913,1,1,45,Computer Science,2019,0
5000266144,0,1,6539,Engineering,NA,1
5000268884,0,1,15154,Psychology,NA,1
5000293904,0,1,305,Medicine,NA,1
5000294837,0,1,2497,Computer Science,NA,0
5000298412,1,1,46,Computer Science,2019,0
5000298644,0,1,15938,Engineering,NA,1
5000303933,0,1,12772,Computer Science,NA,0
5000312734,1,1,47,Computer Science,2020,0
5000314950,1,1,48,Medicine,2020,1
5000320100,0,1,7185,Computer Science,NA,0
5000320277,0,1,3357,Computer Science,NA,0
5000323469,1,1,49,Engineering,2022,1
5000327522,1,1,50,"Biochemistry, Genetics and Molecular Biology",2022,1
5000334344,1,1,51,Computer Science,2020,0
5000335949,0,1,6355,Computer Science,NA,0
5000337492,0,1,277,Medicine,NA,1
5000339878,1,1,52,Computer Science,2022,0
5000345038,1,1,53,Computer Science,2022,0
5000346235,0,1,8604,Computer Science,NA,0
5000349069,1,1,54,Engineering,2020,1
5000355426,0,1,10601,Engineering,NA,1
5000357955,1,1,55,Computer Science,2021,0
5000361724,1,1,56,Computer Science,2020,0
5000363531,0,1,11916,Engineering,NA,1
5000383993,1,1,57,Engineering,2022,1
5000400480,1,1,58,Medicine,2022,1
5000403961,0,1,14947,"Biochemistry, Genetics and Molecular Biology",NA,1
5000408509,1,1,59,Computer Science,2022,0
5000408865,1,1,60,Computer Science,2021,0
5000409439,1,1,61,Computer Science,2019,0
5000416532,1,1,62,Computer Science,2022,0
5000423121,0,1,15416,Computer Science,NA,0
5000424011,0,1,3856,Computer Science,NA,0
5000424567,1,1,63,Engineering,2021,1
5000425592,0,1,11941,Social Sciences,NA,1
5000430154,0,1,4180,Engineering,NA,1
5000436275,1,1,64,Computer Science,2022,0
5000437338,1,1,65,"Biochemistry, Genetics and Molecular Biology",2022,1
5000443091,0,1,11753,Psychology,NA,1
5000444026,1,1,66,Computer Science,2021,0
5000452220,1,1,67,Computer Science,2022,0
5000457976,0,1,9679,Engineering,NA,1
5000462606,0,1,13529,Engineering,NA,1
5000463539,0,1,12681,Computer Science,NA,0
5000465689,0,1,12093,Social Sciences,NA,1
5000468844,1,1,68,Physics and Astronomy,2020,1
5000475040,1,1,69,Computer Science,2021,0
5000475226,1,1,70,Engineering,2021,1
5000480991,0,1,8050,"Business, Management and Accounting",NA,1
5000483239,0,1,11365,Psychology,NA,1
5000489917,1,1,71,Computer Science,2020,0
5000490960,0,1,10326,Computer Science,NA,0
5000491132,1,1,72,Computer Science,2020,0
5000492580,1,1,73,Computer Science,2022,0
5000503591,1,1,74,Medicine,2021,1
5000506517,0,1,14764,Computer Science,NA,0
5000514685,0,1,8559,Engineering,NA,1
5000517454,0,1,10622,Computer Science,NA,0
5000521910,0,1,14783,Social Sciences,NA,1
5000523744,0,1,6805,Computer Science,NA,0
5000525449,0,1,16629,Computer Science,NA,0
5000527265,1,1,75,Computer Science,2021,0
5000528488,0,1,8845,Computer Science,NA,0
5000530309,1,1,76,Computer Science,2020,0
5000531950,1,1,77,Engineering,2020,1
5000537746,1,1,78,Computer Science,2020,0
5000546219,0,1,9677,Computer Science,NA,0
5000548221,0,1,10708,Computer Science,NA,0
5000556967,1,1,79,Computer Science,2020,0
5000560558,1,1,80,Engineering,2022,1
5000563326,0,1,8947,Medicine,NA,1
5000564739,1,1,81,Computer Science,2022,0
5000566520,0,1,8470,Computer Science,NA,0
5000573728,0,1,14925,Earth and Planetary Sciences,NA,1
5000578217,0,1,1608,Agricultural and Biological Sciences,NA,1
5000581548,0,1,8177,Earth and Planetary Sciences,NA,1
5000586279,0,1,7623,Earth and Planetary Sciences,NA,1
5000588825,0,1,9488,Engineering,NA,1
5000593660,0,1,15893,Medicine,NA,1
5000602137,0,1,7216,Computer Science,NA,0
5000611071,0,1,16442,Engineering,NA,1
5000613715,0,1,5617,Computer Science,NA,0
5000615413,1,1,82,Computer Science,2022,0
5000617157,1,1,83,Computer Science,2020,0
5000629645,1,1,84,Engineering,2022,1
5000639282,0,1,3870,Earth and Planetary Sciences,NA,1
5000640263,1,1,85,Computer Science,2022,0
5000643470,0,1,5394,Computer Science,NA,0
5000646779,0,1,9479,Engineering,NA,1
5000649835,1,1,86,Engineering,2022,1
5000658598,1,1,87,Computer Science,2019,0
5000660681,0,1,83,Computer Science,NA,0
5000677611,1,1,88,Computer Science,2021,0
5000678784,0,1,995,"Economics, Econometrics and Finance",NA,1
5000682608,0,1,11025,Engineering,NA,1
5000683013,1,1,89,Medicine,2021,1
5000683692,1,1,90,Computer Science,2020,0
5000684736,1,1,91,Computer Science,2021,0
5000688713,1,1,92,Computer Science,2022,0
5000690288,0,1,706,Computer Science,NA,0
5000692949,1,1,93,Computer Science,2022,0
5000695937,1,1,94,Computer Science,2022,0
5000701583,0,1,743,Engineering,NA,1
5000707725,0,1,16285,Engineering,NA,1
5000707990,1,1,95,Agricultural and Biological Sciences,2020,1
5000711130,0,1,15063,Engineering,NA,1
5000729900,0,1,16531,Engineering,NA,1
5000730473,1,1,96,Engineering,2020,1
5000731827,1,1,97,Computer Science,2022,0
5000732219,0,1,13180,Engineering,NA,1
5000734023,0,1,4899,Computer Science,NA,0
5000742553,0,1,2658,Computer Science,NA,0
5000746866,0,1,6509,Medicine,NA,1
5000753987,1,1,98,Computer Science,2019,0
5000755750,1,1,99,Computer Science,2021,0
5000756601,1,1,100,Computer Science,2022,0
5000761707,0,1,311,Computer Science,NA,0
5000771881,0,1,15377,Computer Science,NA,0
5000772591,0,1,4740,Computer Science,NA,0
5000777798,1,1,101,Engineering,2021,1
5000786633,0,1,8560,Computer Science,NA,0
5000798681,0,1,10287,Computer Science,NA,0
5000798976,0,1,5288,Neuroscience,NA,1
5000802351,1,1,102,Computer Science,2022,0
5000806404,0,1,6284,Computer Science,NA,0
5000807861,0,1,4680,"Biochemistry, Genetics and Molecular Biology",NA,1
5000811147,1,1,103,Computer Science,2022,0
5000812814,1,1,104,Computer Science,2022,0
5000815556,0,1,8813,Physics and Astronomy,NA,1
5000819439,1,1,105,Computer Science,2022,0
5000822269,1,1,106,Computer Science,2020,0
5000824687,0,1,4828,Engineering,NA,1
5000830883,1,1,107,Engineering,2022,1
5000831279,1,1,108,Medicine,2021,1
5000839824,1,1,109,Computer Science,2021,0
5000850685,1,1,110,Medicine,2019,1
5000851163,1,1,111,Computer Science,2022,0
5000852147,0,1,5728,Computer Science,NA,0
5000856830,0,1,4344,Computer Science,NA,0
5000858657,0,1,6388,Agricultural and Biological Sciences,NA,1
5000861569,0,1,2751,Engineering,NA,1
5000861946,0,1,3083,Energy,NA,1
5000865963,0,1,3609,"Business, Management and Accounting",NA,1
5000867705,0,1,9400,Engineering,NA,1
5000867822,0,1,5794,Computer Science,NA,0
5000872203,1,1,112,Computer Science,2022,0
5000874697,1,1,113,Computer Science,2019,0
5000875504,0,1,12851,Computer Science,NA,0
5000881869,1,1,114,Computer Science,2021,0
5000882682,1,1,115,Computer Science,2022,0
5000884623,0,1,5445,Psychology,NA,1
5000885481,0,1,3042,Computer Science,NA,0
5000885751,0,1,13748,Materials Science,NA,1
5000893884,0,1,4320,Engineering,NA,1
5000905065,1,1,116,Computer Science,2022,0
5000905974,0,1,397,Computer Science,NA,0
5000911580,0,1,9036,Engineering,NA,1
5000916925,1,1,117,Computer Science,2021,0
5000920875,0,1,4387,Psychology,NA,1
5000922082,0,1,8841,Computer Science,NA,0
5000929109,0,1,3653,Engineering,NA,1
5000933827,1,1,118,"Business, Management and Accounting",2022,1
5000935789,0,1,6243,Physics and Astronomy,NA,1
5000936064,0,1,5014,Social Sciences,NA,1
5000936680,1,1,119,Computer Science,2022,0
5000942192,1,1,120,Computer Science,2021,0
5000942708,1,1,121,Computer Science,2021,0
5000943271,1,1,122,"Biochemistry, Genetics and Molecular Biology",2022,1
5000944221,0,1,854,Medicine,NA,1
5000946739,0,1,5493,Computer Science,NA,0
5000947559,1,1,123,"Biochemistry, Genetics and Molecular Biology",2021,1
5000949326,0,1,16335,Computer Science,NA,0
5000952211,0,1,5851,Computer Science,NA,0
5000956530,0,1,9776,Engineering,NA,1
5000959052,1,1,124,Computer Science,2019,0
5000959775,1,1,125,Computer Science,2019,0
5000962676,0,1,7903,Physics and Astronomy,NA,1
5000963116,0,1,4334,Computer Science,NA,0
5000963583,0,1,2293,Computer Science,NA,0
5000963620,1,1,126,Computer Science,2019,0
5000966033,1,1,127,Computer Science,2021,0
5000969329,0,1,12924,Engineering,NA,1
5000969982,0,1,9695,Physics and Astronomy,NA,1
5000974898,0,1,5368,Medicine,NA,1
5000976863,1,1,128,Engineering,2022,1
5000977599,1,1,129,Physics and Astronomy,2022,1
5000985243,1,1,130,Computer Science,2021,0
5000988425,1,1,131,Computer Science,2022,0
5000998458,1,1,132,Computer Science,2022,0
5001003105,0,1,3398,Computer Science,NA,0
5001012932,1,1,133,"Business, Management and Accounting",2022,1
5001013367,1,1,134,"Biochemistry, Genetics and Molecular Biology",2021,1
5001020667,0,1,7709,Computer Science,NA,0
5001022750,1,1,135,Computer Science,2022,0
5001027068,1,1,136,Medicine,2022,1
5001027226,1,1,137,Engineering,2022,1
5001039604,1,1,138,Computer Science,2022,0
5001045002,0,1,2200,Computer Science,NA,0
5001048013,1,1,139,Computer Science,2022,0
5001050773,0,1,6644,Computer Science,NA,0
5001052072,0,1,6162,Computer Science,NA,0
5001064371,0,1,8421,Engineering,NA,1
5001066937,0,1,13011,Social Sciences,NA,1
5001081849,0,1,6457,Engineering,NA,1
5001082066,1,1,140,Medicine,2019,1
5001082656,1,1,141,Computer Science,2019,0
5001083454,0,1,15704,Social Sciences,NA,1
5001087917,1,1,142,Health Professions,2021,1
5001093308,0,1,10332,Computer Science,NA,0
5001096938,0,1,13892,Engineering,NA,1
5001097474,1,1,143,"Economics, Econometrics and Finance",2022,1
5001103573,0,1,972,Computer Science,NA,0
5001104227,0,1,6202,Decision Sciences,NA,1
5001104882,1,1,144,Computer Science,2019,0
5001117578,1,1,145,Engineering,2021,1
5001118529,0,1,4735,Medicine,NA,1
5001121325,1,1,146,"Biochemistry, Genetics and Molecular Biology",2022,1
5001124744,0,1,10671,Energy,NA,1
5001129906,0,1,11211,Medicine,NA,1
5001137611,0,1,13791,Physics and Astronomy,NA,1
5001139724,0,1,15827,Engineering,NA,1
5001142966,0,1,3923,Computer Science,NA,0
5001146133,0,1,11843,Physics and Astronomy,NA,1
5001153552,0,1,16216,Computer Science,NA,0
5001154916,1,1,147,Computer Science,2022,0
5001162088,0,1,11455,Social Sciences,NA,1
5001162658,0,1,16550,Agricultural and Biological Sciences,NA,1
5001163027,1,1,148,Computer Science,2022,0
5001164203,0,1,15891,Engineering,NA,1
5001166183,0,1,3577,Earth and Planetary Sciences,NA,1
5001167176,0,1,15814,Computer Science,NA,0
5001178359,0,1,1259,Engineering,NA,1
5001183875,0,1,16350,Engineering,NA,1
5001187074,1,1,149,Computer Science,2020,0
5001188316,1,1,150,Arts and Humanities,2022,1
5001188748,1,1,151,Engineering,2022,1
5001189952,0,1,13668,Engineering,NA,1
5001193136,1,1,152,"Business, Management and Accounting",2022,1
5001201422,1,1,153,Decision Sciences,2020,1
5001203013,0,1,11822,Medicine,NA,1
5001203301,1,1,154,Materials Science,2022,1
5001207555,0,1,495,Social Sciences,NA,1
5001212991,1,1,155,Computer Science,2022,0
5001215846,0,1,8034,Engineering,NA,1
5001223783,0,1,14130,Computer Science,NA,0
5001223912,0,1,11204,Computer Science,NA,0
5001225543,0,1,8466,Engineering,NA,1
5001227032,1,1,156,Computer Science,2021,0
5001227049,1,1,157,Computer Science,2022,0
5001233779,0,1,15576,Decision Sciences,NA,1
5001235333,0,1,15679,Computer Science,NA,0
5001235418,0,1,1491,Computer Science,NA,0
5001237595,1,1,158,Computer Science,2019,0
5001257681,1,1,159,Computer Science,2022,0
5001264092,0,1,10892,Medicine,NA,1
5001270074,0,1,6306,"Business, Management and Accounting",NA,1
5001270995,0,1,7539,Decision Sciences,NA,1
5001275374,1,1,160,Computer Science,2021,0
5001277622,1,1,161,Earth and Planetary Sciences,2021,1
5001279680,1,1,162,Earth and Planetary Sciences,2020,1
5001281974,0,1,4634,Engineering,NA,1
5001291873,1,1,163,Computer Science,2020,0
5001294898,1,1,164,Computer Science,2021,0
5001296486,1,1,165,Medicine,2022,1
5001300162,1,1,166,Computer Science,2021,0
5001306222,1,1,167,Computer Science,2021,0
5001306335,1,1,168,Computer Science,2021,0
5001314520,0,1,2168,Computer Science,NA,0
5001326226,1,1,169,"Business, Management and Accounting",2021,1
5001328562,0,1,10984,Computer Science,NA,0
5001329013,0,1,4815,Earth and Planetary Sciences,NA,1
5001344682,0,1,14768,Computer Science,NA,0
5001351805,0,1,3321,Computer Science,NA,0
5001354552,0,1,758,Engineering,NA,1
5001364620,1,1,170,Computer Science,2022,0
5001366030,1,1,171,Computer Science,2020,0
5001371942,1,1,172,Computer Science,2021,0
5001373862,1,1,173,Computer Science,2022,0
5001383535,0,1,2367,Computer Science,NA,0
5001383921,0,1,13697,"Economics, Econometrics and Finance",NA,1
5001388944,1,1,174,Agricultural and Biological Sciences,2022,1
5001393647,0,1,472,Computer Science,NA,0
5001395798,0,1,1145,Engineering,NA,1
5001402526,1,1,175,Computer Science,2020,0
5001405009,0,1,14640,Computer Science,NA,0
5001406774,0,1,8300,Engineering,NA,1
5001408607,1,1,176,Computer Science,2020,0
5001409592,0,1,14442,Computer Science,NA,0
5001416638,0,1,13966,Computer Science,NA,0
5001417607,0,1,5097,Computer Science,NA,0
5001419875,1,1,177,Computer Science,2022,0
5001420166,1,1,178,Engineering,2021,1
5001421911,1,1,179,Computer Science,2022,0
5001422049,1,1,180,Neuroscience,2021,1
5001422267,0,1,3671,Computer Science,NA,0
5001423624,0,1,10532,Engineering,NA,1
5001438384,1,1,181,Computer Science,2021,0
5001443017,0,1,13910,"Biochemistry, Genetics and Molecular Biology",NA,1
5001443156,1,1,182,Computer Science,2021,0
5001443974,0,1,7925,Decision Sciences,NA,1
5001445783,1,1,183,Environmental Science,2022,1
5001449972,0,1,3345,Medicine,NA,1
5001453355,1,1,184,Agricultural and Biological Sciences,2021,1
5001455682,0,1,15574,Computer Science,NA,0
5001457706,1,1,185,Medicine,2022,1
5001459748,1,1,186,Computer Science,2019,0
5001459810,1,1,187,Computer Science,2021,0
5001460897,0,1,15862,Computer Science,NA,0
5001463022,0,1,7637,Medicine,NA,1
5001467582,1,1,188,Computer Science,2022,0
5001467883,0,1,11413,Computer Science,NA,0
5001473233,1,1,189,Computer Science,2022,0
5001474340,0,1,583,Computer Science,NA,0
5001476445,1,1,190,Computer Science,2021,0
5001484041,0,1,12700,Engineering,NA,1
5001488518,1,1,191,Computer Science,2022,0
5001499782,0,1,3558,Computer Science,NA,0
5001500450,1,1,192,"Biochemistry, Genetics and Molecular Biology",2022,1
5001505783,0,1,7873,Engineering,NA,1
5001526822,0,1,4600,Medicine,NA,1
5001529504,1,1,193,Computer Science,2020,0
5001530562,1,1,194,Engineering,2022,1
5001533038,1,1,195,Psychology,2021,1
5001533588,1,1,196,Engineering,2020,1
5001537073,0,1,4383,Computer Science,NA,0
5001571390,1,1,197,Computer Science,2020,0
5001574496,1,1,198,Computer Science,2021,0
5001575594,0,1,7302,Computer Science,NA,0
5001583614,0,1,1870,Engineering,NA,1
5001584274,1,1,199,Computer Science,2021,0
5001586420,0,1,6696,Computer Science,NA,0
5001588690,0,1,2408,Environmental Science,NA,1
5001590183,0,1,547,Medicine,NA,1
5001596478,0,1,2211,Medicine,NA,1
5001599037,1,1,200,Computer Science,2022,0
5001599295,1,1,201,Computer Science,2019,0
5001601327,1,1,202,Computer Science,2020,0
5001601850,0,1,16392,Computer Science,NA,0
5001607102,1,1,203,Computer Science,2022,0
5001613337,1,1,204,Computer Science,2022,0
5001616422,1,1,205,Health Professions,2022,1
5001616788,1,1,206,Computer Science,2020,0
5001617092,0,1,6087,Computer Science,NA,0
5001624119,0,1,12168,Engineering,NA,1
5001626743,0,1,14636,Medicine,NA,1
5001628237,0,1,1783,Computer Science,NA,0
5001632208,0,1,2570,Computer Science,NA,0
5001637611,0,1,14319,Engineering,NA,1
5001638640,1,1,207,"Biochemistry, Genetics and Molecular Biology",2022,1
5001642648,0,1,5391,Medicine,NA,1
5001643044,0,1,3774,Computer Science,NA,0
5001643829,1,1,208,Computer Science,2022,0
5001647402,1,1,209,Computer Science,2022,0
5001650887,0,1,13660,Agricultural and Biological Sciences,NA,1
5001656472,1,1,210,Medicine,2022,1
5001663435,0,1,6027,Computer Science,NA,0
5001666028,1,1,211,Environmental Science,2022,1
5001670334,0,1,3758,Computer Science,NA,0
5001679413,1,1,212,Medicine,2022,1
5001681126,1,1,213,"Biochemistry, Genetics and Molecular Biology",2021,1
5001683117,0,1,1048,Computer Science,NA,0
5001689290,0,1,1951,Engineering,NA,1
5001693750,1,1,214,Medicine,2020,1
5001695309,1,1,215,Computer Science,2022,0
5001695801,0,1,15653,Computer Science,NA,0
5001703227,0,1,5337,Medicine,NA,1
5001706294,0,1,6130,Medicine,NA,1
5001712801,0,1,14686,Computer Science,NA,0
5001713502,0,1,9803,Computer Science,NA,0
5001715707,1,1,216,Mathematics,2022,1
5001715786,1,1,217,Computer Science,2021,0
5001735719,0,1,998,Computer Science,NA,0
5001741324,0,1,11496,Computer Science,NA,0
5001742603,0,1,9489,Medicine,NA,1
5001746215,1,1,218,Computer Science,2020,0
5001748768,0,1,9217,Computer Science,NA,0
5001751044,1,1,219,Medicine,2020,1
5001751578,0,1,2839,Computer Science,NA,0
5001759017,0,1,4609,Engineering,NA,1
5001773781,1,1,220,Computer Science,2021,0
5001777600,0,1,13128,Computer Science,NA,0
5001795601,1,1,221,Computer Science,2022,0
5001810569,0,1,836,Earth and Planetary Sciences,NA,1
5001813853,0,1,15333,Agricultural and Biological Sciences,NA,1
5001821097,0,1,12007,Earth and Planetary Sciences,NA,1
5001822572,1,1,222,Medicine,2021,1
5001830342,1,1,223,Engineering,2022,1
5001840962,0,1,15569,Earth and Planetary Sciences,NA,1
5001841464,1,1,224,"Business, Management and Accounting",2022,1
5001854300,0,1,11144,"Business, Management and Accounting",NA,1
5001854345,0,1,8756,Computer Science,NA,0
5001868646,1,1,225,Computer Science,2021,0
5001872735,1,1,226,Computer Science,2022,0
5001877137,1,1,227,Computer Science,2021,0
5001879047,0,1,15005,Agricultural and Biological Sciences,NA,1
5001882079,0,1,16025,Computer Science,NA,0
5001888021,0,1,10029,Engineering,NA,1
5001889488,1,1,228,Computer Science,2019,0
5001907851,0,1,11001,Environmental Science,NA,1
5001909797,1,1,229,Computer Science,2019,0
5001910837,0,1,458,Engineering,NA,1
5001914535,1,1,230,Computer Science,2019,0
5001921783,0,1,9221,Engineering,NA,1
5001933830,0,1,10767,Computer Science,NA,0
5001939633,0,1,1077,Earth and Planetary Sciences,NA,1
5001943588,0,1,802,Psychology,NA,1
5001945271,0,1,3931,Physics and Astronomy,NA,1
5001947944,1,1,231,Engineering,2020,1
5001948899,1,1,232,Medicine,2022,1
5001955372,1,1,233,Engineering,2020,1
5001956187,1,1,234,Computer Science,2020,0
5001956210,1,1,235,Computer Science,2021,0
5001956754,0,1,1328,Engineering,NA,1
5001957883,0,1,5818,Engineering,NA,1
5001961716,1,1,236,Computer Science,2020,0
5001962917,0,1,11678,Computer Science,NA,0
5001965543,0,1,4191,Computer Science,NA,0
5001966756,0,1,13481,Computer Science,NA,0
5001981431,1,1,237,Computer Science,2021,0
5001984598,1,1,238,Computer Science,2022,0
5001984674,1,1,239,Computer Science,2021,0
5001991351,0,1,9484,Mathematics,NA,1
5002002590,0,1,8612,Computer Science,NA,0
5002013886,0,1,2065,Physics and Astronomy,NA,1
5002015508,0,1,886,Computer Science,NA,0
5002020728,0,1,16723,Physics and Astronomy,NA,1
5002025125,0,1,12179,Computer Science,NA,0
5002025561,0,1,16171,Computer Science,NA,0
5002030503,1,1,240,Medicine,2022,1
5002033149,0,1,6649,Computer Science,NA,0
5002038866,0,1,917,Medicine,NA,1
5002042909,1,1,241,Computer Science,2020,0
5002059474,0,1,8742,Engineering,NA,1
5002060759,1,1,242,Computer Science,2020,0
5002064705,0,1,3666,Computer Science,NA,0
5002071945,0,1,564,Medicine,NA,1
5002075376,0,1,7439,Computer Science,NA,0
5002083226,0,1,15784,Environmental Science,NA,1
5002084962,1,1,243,Engineering,2022,1
5002085979,1,1,244,Computer Science,2022,0
5002086183,0,1,14877,Engineering,NA,1
5002087412,0,1,13150,Neuroscience,NA,1
5002088499,1,1,245,Computer Science,2021,0
5002092420,0,1,2956,Engineering,NA,1
5002097980,0,1,5604,Environmental Science,NA,1
5002102744,0,1,13173,Decision Sciences,NA,1
5002103749,1,1,246,Medicine,2021,1
5002109075,0,1,12057,Environmental Science,NA,1
5002113879,0,1,8055,Engineering,NA,1
5002115688,1,1,247,"Biochemistry, Genetics and Molecular Biology",2020,1
5002119636,1,1,248,Computer Science,2022,0
5002120708,1,1,249,Engineering,2022,1
5002123665,0,1,1460,Computer Science,NA,0
5002127716,1,1,250,"Biochemistry, Genetics and Molecular Biology",2021,1
5002133821,0,1,15913,Computer Science,NA,0
5002143669,0,1,10743,Computer Science,NA,0
5002148475,0,1,8413,"Biochemistry, Genetics and Molecular Biology",NA,1
5002149105,1,1,251,"Biochemistry, Genetics and Molecular Biology",2019,1
5002149616,0,1,10303,Medicine,NA,1
5002153093,1,1,252,Engineering,2021,1
5002165073,0,1,11681,Engineering,NA,1
5002165448,0,1,3645,Engineering,NA,1
5002165918,1,1,253,Computer Science,2022,0
5002174692,1,1,254,Agricultural and Biological Sciences,2022,1
5002182453,1,1,255,Computer Science,2019,0
5002183883,1,1,256,Medicine,2021,1
5002189836,0,1,2436,Computer Science,NA,0
5002191410,1,1,257,Computer Science,2021,0
5002194747,0,1,15709,Arts and Humanities,NA,1
5002194830,1,1,258,Earth and Planetary Sciences,2022,1
5002196476,0,1,10475,Medicine,NA,1
5002196974,1,1,259,Computer Science,2021,0
5002204703,0,1,8189,Computer Science,NA,0
5002208932,0,1,3654,Neuroscience,NA,1
5002208999,1,1,260,Computer Science,2020,0
5002210013,1,1,261,Computer Science,2022,0
5002212089,0,1,12996,Computer Science,NA,0
5002212263,0,1,110,Computer Science,NA,0
5002212943,1,1,262,Computer Science,2021,0
5002213720,0,1,2737,Engineering,NA,1
5002214048,0,1,1832,Engineering,NA,1
5002218750,1,1,263,Computer Science,2021,0
5002220583,1,1,264,Engineering,2022,1
5002224407,0,1,11650,Computer Science,NA,0
5002232506,1,1,265,Computer Science,2022,0
5002235575,0,1,7785,Computer Science,NA,0
5002241280,1,1,266,Computer Science,2020,0
5002247412,0,1,16555,Computer Science,NA,0
5002252430,0,1,10617,Computer Science,NA,0
5002269415,0,1,13183,Environmental Science,NA,1
5002274251,0,1,11004,Computer Science,NA,0
5002275070,1,1,267,Engineering,2022,1
5002276743,0,1,2801,Computer Science,NA,0
5002278578,1,1,268,Computer Science,2020,0
5002282690,1,1,269,Computer Science,2021,0
5002283577,0,1,13512,Engineering,NA,1
5002288369,1,1,270,Computer Science,2020,0
5002289161,1,1,271,Computer Science,2021,0
5002291803,1,1,272,Engineering,2022,1
5002301422,1,1,273,Materials Science,2021,1
